Country Name,Country Code,EducExpense,AdolescentBirths,"Birth Rate (per 1,000)",Business Start  (% of GNI per capita),"Death rate, crude (per 1,000)",Diabetes (% of population ages 20 to 79),Business Ease (1=most friendly),"Employment to population ratio, 15+, female (%)","Employment to population ratio, 15+, male (%)","Fertility rate, total (births per woman)",Fixed broadband subscriptions (per 100),Fixed telephone subscriptions (per 100),Percent Forest,GDP Growth,GDP per capita,"Immunization, DPT (%)","Immunization, measles (%)",Import Value (100),Import Volume (100),Percent Sanitation,Percent Imp Water,"TB (per 100,000)",Percent Internet,Inflation,Percent Migrant,Number of Tourists,% Female Labor Participation,% Male Labor Participation,% Labor Force Female,Life Exp Female,Life Exp Male,Cell (per 100),Traffic Mortality (per 100000),Infant Mortality (per 1000),Under 5 yrs Mortality,Air Pollution (micrograms per m^3),Population ages 0-14 (% of total),Population ages 65+ (% of total),Population density (people per sq. km of land area) [EN.POP.DNST],Annual Pop Growth (%),Percent Rural,Rural population growth (annual %),Secure Servers (per million),"Suicides (per 100,000)","Survival to age 65, female (%)","Survival to age 65, male (%)",Alcohol (liters/pp),Total Tax Rate (% of profits),"Unemployment, female (%)","Unemployment, male (%)",Urban population (% of total),Urban population growth (annual %)
Rwanda,RWA,4.28,25.6248,31.163,55,6.833,4.1,59,83.86199951,81.0059967,3.8,0.169979011,0.136651055,19.45683016,6.904203115,697.3482281,98,97,1054.230534,695.7812295,61.6,76.1,56,18,1.205348276,3.803080984,987000,86.40499878,83.19300079,54.51456138,67.4,61.786,70.48290534,32.9,31.1,41.7,49.71362154,41.05201648,2.789856315,470.5985407,2.336558276,71.189,0.983182933,4.134485867,8.5,70.81609,59.17989,10,33,2.944000006,2.628999949,28.811,5.761320949
Samoa,WSM,4.24,24.2898,25.097,8,5.334,7.9,87,20.95599937,53.88899994,4.028,1.078518641,5.927194816,60.42402827,1.634776026,3938.548846,66,69,370.4619638,231.5192881,91.5,99,11,25.40700977,2.741972395,2.550872544,128000,23.12899971,58.00899887,27.33153855,77.025,70.66,62.3703604,15.5,15,17.5,3.807434895,37.29066181,5.23371354,68.27844523,0.718308449,80.902,0.918324948,41.40186722,5.7,83.99698,73.26818,,18.1,9.394000053,7.102000237,19.098,-0.124573487
Sao Tome and Principe,STP,3.48,83.456,33.532,16.7,6.814,2.3,160,37.48099899,67.5739975,4.516,0.493142849,3.451999941,55.83333333,3.973255112,1669.063268,96,93,476.5132681,302.4130923,34.7,97.1,97,25.8222488,4.896062892,1.25772286,,45.2859993,76.19000244,37.91319345,68.584,64.542,65.09485603,33.1,34.6,47.3,13.88673949,42.62755853,3.085466314,198.275,2.124926642,34.908,0.473691448,10.50729206,2,72.58607,65.12013,6.8,37.4,17.23399925,11.30900002,65.092,3.021818552
Saudi Arabia,SAU,7.1861867,8.406,19.688,4.1,3.418,20,96,15.47999954,77.12999725,2.713,11.92389753,12.53240504,0.454484135,3.485616792,20481.74532,98,98,562.100668,376.2256169,100,97,12,69.6162358,-17.19065207,32.29494249,17994000,20.05900002,79.12599945,15.10729204,75.886,73.167,176.5888132,27.5,12.5,14.5,106.1617369,28.58201229,2.862306126,14.67205597,2.094772383,16.87,0.892776943,53.74064707,3.4,84.62033,80.86983,0.2,15,22.82699966,2.522000074,83.13,2.340473021
Senegal,SEN,5.19,76.8768,37.522,63.4,5.99,2.2,146,39.20000076,64.8259964,5.031,0.672198851,2.005813149,42.96992676,6.485194754,899.5798795,89,80,360.3432273,206.3235956,47.6,78.5,139,21.69026413,0.031975357,1.739951417,1006600,45.01100159,70.16200256,41.07408178,68.782,64.921,99.94675778,28,41.7,47.2,37.57020675,43.76209617,2.933524962,78.58137953,3.065259815,56.279,2.484150318,5.221665311,6.1,74.02663,64.90101,0.5,47.3,12.91100025,7.605999947,43.721,3.818287492
Serbia,SRB,4.468797122,18.6946,9.3,6.6,14.6,10.3,54,35.2140007,50.00799942,1.46,17.37876703,36.46880745,31.0999314,0.757715153,5237.255334,95,86,489.7035839,301.8715971,96.4,99.2,21,65.3170254,2.675999693,9.122622084,1132000,43.36700058,60.0929985,43.54246151,78.1,73,120.5200243,7.4,5.9,6.7,21.43664968,16.3003172,17.08236663,81.12717814,-0.494772574,44.447,-0.715010945,63.56246026,17,86.94523,75.66492,12.9,39.7,18.79800034,16.78199959,55.553,-0.318213674
Sierra Leone,SLE,2.813162317,116.7324,35.445,44.2,13.268,2.2,145,63.77899933,65.83100128,4.516,,0.269048005,42.17234691,-20.59877072,653.1318159,86,76,1011.164588,455.289894,13.3,62.6,307,2.5,18.86476336,1.413457295,24000,65.04100037,68.55999756,49.53518497,51.868,50.775,89.52968035,28.5,87.1,120.4,19.29960911,42.36293278,2.669488426,89.40404544,2.154661413,60.058,1.550407365,0.929773582,15.3,42.79152,41.31998,8.2,31,1.940000057,3.980000019,39.942,3.070164499
Singapore,SGP,2.76,3.7956,9.7,0.6,4.8,10.5,3,57.18600082,75.21099854,1.24,26.3967854,35.88090551,23.0606488,2.008372345,52888.74467,96,95,220.5544613,255.6494738,100,100,44,82.103,1.639822494,45.39179191,12051000,58.23600006,76.43499756,44.21271853,84.9,80.4,146.5260072,3.7,2.1,2.7,18.73785053,15.54295881,11.68071681,7806.77292,1.186376937,0,,932.0683172,9.9,93.68329,88.81834,2.9,18,1.802999973,1.600999951,100,1.186376937
Slovak Republic,SVK,3.84655293,19.9398,10.3,1.5,9.9,7.8,30,44.7820015,61.25799942,1.37,23.33891363,15.87848342,40.34438298,3.83108478,16089.01618,96,95,576.0995277,369.7445471,98.8,100,6.5,77.63470572,-0.215989342,3.265417899,1721000,51.40499878,68.32099915,44.91881713,80.9,73.7,122.3101642,8.2,5.8,7.3,20.52367065,15.12364506,13.84506597,112.7937653,0.095033879,46.402,0.438268671,392.5291507,12.5,89.30098,74.76514,12.5,51.7,12.88300037,10.3380003,53.598,-0.201170112
Slovenia,SVN,5.36,3.6332,10,0,9.6,7.8,30,46.93000031,57.90299988,1.58,27.63379083,36.22179949,61.96623635,2.316644859,20728.92036,95,94,292.7507805,185.6005786,99.1,99.5,7.2,73.0987,0.975873074,11.41296409,2707000,52.17900085,62.95500183,46.0711749,84.1,78.2,113.2193248,6.5,2.1,2.6,20.3499567,14.78443318,17.96838347,102.4593347,0.075190689,50.35,0.16462241,806.8693904,21.4,92.27141,84.10276,10.9,31,10.06000042,8.024999619,49.65,-0.015420321
Solomon Islands,SLB,9.94,47.3794,29.298,31.4,5.7,16.4,105,41.06800079,51.28699875,3.904,0.242950168,1.272579823,78.06359414,3.734439834,1934.856293,98,92,454.1478261,251.5552802,29.8,80.8,89,10.00046498,0.999624853,0.442947201,21600,61.13100052,73.51899719,45.14045959,69.648,66.716,72.66468428,18.3,23.6,28.1,6.579329957,39.48912852,3.395014659,20.84998214,1.976249726,77.671,1.394693622,10.28117294,7.9,74.18919,67.737,1.6,32,32.81900024,30.23900032,22.329,4.025939221
Somalia,SOM,0.991144636,102.6168,43.373,180,11.807,5.1,190,30.77199936,71.09799957,6.364,0.737230339,0.458521308,10.14282526,,549.2669766,42,46,320.7090586,186.7843813,,,274,1.76,,0.234455884,,33.24300003,75.89600372,31.07418724,57.362,54.089,52.46922266,26.9,85,136.8,19.83625362,46.7050656,2.824038778,17.19498836,2.530424963,60.449,1.750991058,0.092703287,5.4,54.81663,48.22416,0.5,,7.431000233,6.322000027,39.551,3.73356017
South Africa,ZAF,5.97,44.4402,20.415,0.3,12.409,7.6,72,33.49100113,46.24499893,2.339,2.634720283,7.722849232,7.617736524,1.264651378,5718.244732,69,76,304.2835494,221.6351389,66.4,93.2,834,51.91911572,3.956897419,5.767090449,8904000,46.21900177,60.22399902,44.77195926,59.524,55.457,164.5116827,21.3,33.6,40.5,29.6286252,29.23922975,5.033361286,45.34863587,1.585324805,35.199,0.166423776,129.8444526,10.7,48.43622,40.44772,11.5,28.8,27.54000092,23.21299934,64.801,2.364574226
Spain,ESP,4.074465061,8.311,9,5.2,9,7.7,33,40.01900101,51.30799866,1.32,28.69316342,41.52470465,36.82027548,3.204680464,25684.72442,97,96,198.5732431,116.2445121,99.9,100,12,78.6896,0.502744265,12.69023719,68215000,52.34899902,64.76599884,46.06410507,86.3,80.6,108.1965621,3.6,3.5,4.1,9.738283342,14.88167858,18.7894661,92.84899142,-0.079393169,20.421,-1.170330018,362.264279,8.5,94.01887,87.63982,10.6,50,23.5529995,20.78000069,79.579,0.202484829
Sri Lanka,LKA,1.299770283,14.153,15.601,18.7,6.844,8,109,27.78000069,73.26100159,2.062,2.896176087,15.21238217,33.00908946,4.785984567,3926.174396,99,99,301.4468481,267.5069877,95.1,95.6,65,29.98873755,2.143457512,0.186850018,1798000,30.22800064,75.63600159,30.6744666,78.389,71.681,110.5858631,17.2,8.4,9.8,27.92362221,24.57383318,9.30324919,334.3326423,0.934429494,81.644,0.890343929,13.83191834,35.3,87.56292,72.69758,4.5,55.2,8.097000122,3.138999939,18.356,1.130749518
St. Lucia,LCA,4.75,53.4248,14.933,22.4,7.257,10.9,78,46.4469986,64.59700012,1.869,15.37063973,18.85723246,33.27868852,2.370013159,7735.910484,99,97,160.5566197,106.1330437,90.5,96.3,8.8,52.35,0.852281014,6.903280558,345000,63.0530014,76.47899628,46.56156839,77.956,72.545,101.516192,18.8,12.7,14.3,14.00929929,23.12553041,8.997345932,303.2770492,0.734587346,81.496,0.701547073,86.48695398,6.8,83.08834,74.23163,10.4,34.7,26.33699989,15.53600025,18.504,0.880235717
St. Vincent and the Grenadines,VCT,5.178572333,50.3332,15.776,16.5,7.127,11.9,123,45.52099991,62.54399872,1.952,15.50642749,22.73392214,69.23076923,1.603083784,6739.174833,98,99,204.7301387,124.6332256,,95.1,7.4,51.77,-0.256673621,4.181359741,75000,56.30699921,77.1760025,41.76598442,75.242,70.967,103.6544334,14.7,16.6,18.3,14.25163381,24.52906031,7.332224882,280.6717949,0.093226465,49.45,-0.611476258,210.11858,2.7,80.29566,73.73594,7.2,39.3,19.15600014,18.95999908,50.55,0.787434216
Suriname,SUR,3.4447781,45.7392,17.946,100.7,7.461,12.5,155,34.96099854,65.05400085,2.336,9.607151713,16.75904722,98.28205128,-0.299980646,9485.319244,89,94,374.7038253,226.7280553,79.2,94.8,33,42.76382778,2.651776337,8.625811501,228000,40.50600052,68.6309967,37.43540962,74.584,68.161,136.8310311,18.7,19,21.3,18.47176015,26.78189604,6.885768221,3.480608974,0.874385787,33.957,0.998032404,81.03503845,26.6,80.25711,67.21713,6.5,27.9,13.68900013,5.210999966,66.043,0.810870496
Swaziland,SWZ,9.23,67.2336,29.372,23.4,14.485,3.8,108,28.80699921,48.59199905,3.201,0.466737559,3.344952506,34.06976744,1.867203311,3200.143018,90,78,135.927039,80.90069904,57.5,74.1,565,30.38270066,5.800000095,2.453747951,873000,40.0379982,64.15399933,39.45093967,48.078,49.632,73.20000716,24.9,44.5,60.7,21.60860671,37.35495,3.582834099,74.82383721,1.397317501,78.692,1.40614833,15.54037779,14.7,30.55464,31.49991,6.4,34.7,28.04999924,24.25600052,21.308,1.364711427
Sweden,SWE,7.134093668,5.695,11.7,0.5,9.3,4.7,9,56.43500137,63.07400131,1.88,36.06645552,36.66915518,68.92293339,4.084960074,50585.25847,98,98,189.3054535,123.5815948,99.3,100,9.2,90.6102,2.036398617,16.76755875,6482000,60.86500168,68.23999786,47.4651643,84.6,80.6,130.3794052,2.9,2.4,3,6.241379908,17.2848795,19.94201909,24.05829958,1.057454686,14.185,0.005611608,1755.349883,15.4,93.12122,89.74575,8.7,49.1,7.277999878,7.571000099,85.815,1.232392269
Switzerland,CHE,4.57,2.8402,10.2,2.3,8.1,6.1,29,59.79299927,71.48300171,1.54,45.10760917,50.25119529,31.73398117,0.842236938,80999.28742,97,94,305.2230087,167.0733733,99.9,100,7.4,87.4790556,-0.562364666,29.38668554,9305000,62.68199921,74.84999847,46.3681468,85.4,81.1,136.4697443,3.6,3.4,3.9,12.89019363,14.77535598,18.04184602,209.5715659,1.126673181,26.088,0.866336356,3102.121252,15.1,93.5943,89.7125,10.4,28.8,4.609000206,4.498000145,73.912,1.218723779
Syrian Arab Republic,SYR,2.5960693,38.8766,22.509,8.5,5.715,8.1,172,8.059000015,62.86800003,2.903,3.143948465,15.89789192,2.673855035,,,41,53,124.9646813,74.87313336,95.7,90.1,20,29.97979724,,4.730134388,,12.17199993,70.84700012,14.53143349,76.586,63.902,64.2814892,19.7,11.1,12.9,41.56628282,37.12271475,4.064296911,100.759206,-1.449086486,42.344,-2.391632881,0.918799078,2.7,85.53786,63.80893,1.4,42.7,33.79600143,11.26200008,57.656,-0.751154486
Tajikistan,TJK,3.66,37.7858,30.225,21.5,5.568,6.4,130,53.5870018,68.60600281,3.454,0.069683303,5.307544936,2.968599138,6,925.9118877,96,97,575.6231018,311.0220049,95,73.8,87,18.98,0.124298967,3.242910896,414000,59.44599915,77.51399994,43.31603872,73.362,66.346,98.59026032,17.6,38.5,44.8,50.02908375,34.83754438,3.006288129,61.11462972,2.217499154,73.218,2.094666953,2.829569711,4,78.54449,65.55949,2.4,81.8,9.855999947,11.49199963,26.782,2.554076294
Tanzania,TZA,3.73,117.7206,38.535,23.2,6.682,4.1,144,71.67500305,81.8259964,5.078,0.202712539,0.273124548,51.99819372,6.959374422,878.9751055,98,99,708.1558769,443.2170358,15.6,55.6,306,5.355144064,6.564563839,0.48853553,1104000,74.01000214,83.29100037,47.81281041,66.937,64.107,75.85579688,33.4,35.2,48.7,23.3161196,45.19869303,3.20196849,60.36398736,3.130185102,68.392,2.101745731,2.038510264,7,66.86348,61.85716,8.1,43.9,3.154999971,1.758999944,31.608,5.392354456
Thailand,THA,4.179789893,44.6052,10.532,6.7,8.028,7.1,46,62.5379982,79.6289978,1.497,9.241737473,7.876767417,32.09888626,2.828335288,5814.769764,99,99,327.265864,220.8242834,93,97.8,172,39.31612674,0.221705797,5.758232652,29923000,62.93899918,80.18199921,45.09257206,78.037,71.329,152.7312472,31.7,10.5,12.3,26.35272294,17.71077182,10.4718704,133.0215095,0.344002136,49.626,-2.045313562,30.41523685,16,84.3566,72.18851,8.3,32.6,0.635999978,0.689999998,50.374,2.755017371
Timor-Leste,TLS,2.917248386,45.482,37.097,0.3,6.809,7.2,173,25.41200066,53.88100052,5.615,0.087663345,0.231949708,46.133154,4.3,1216.881491,76,70,,,40.6,71.9,498,13.4,-1.195101007,0.914442949,62000,26.77400017,55.51800156,32.04313055,70.357,66.783,117.3963134,17.6,44.7,52.6,18.89846158,42.41102666,5.580093943,79.67484869,2.340289335,67.23,1.394327419,3.376196967,7.1,76.48883,69.61297,1.2,11.2,5.089000225,2.947999954,32.77,4.309471508
Togo,TGO,5.28,92.0646,35.068,77.8,8.699,4.8,154,75.20200348,75.52200317,4.514,0.880069538,0.734785826,3.456517742,5.365887582,559.6358767,88,85,378.242465,242.2181309,11.6,63.1,52,7.12,3.53078932,3.79000676,273000,81.09600067,80.6269989,51.277709,60.887,59.391,67.70803859,31.9,52.3,78.4,32.67724465,42.2391273,2.764772996,134.3000184,2.627313426,60.036,1.806185714,6.297420604,9.5,60.34576,55.80078,1.9,48.5,7.267000198,6.330999851,39.964,3.873667061
Tonga,TON,2.93,14.8596,24.331,7.5,5.985,13.7,76,49.05699921,71.52400208,3.678,2.310606417,12.42726478,12.5,3.706201117,4098.543929,82,67,295.2252713,169.0928051,91,99.6,15,44.99951883,1.510957971,5.397946689,53800,52.77899933,74.05000305,42.38948682,75.966,70.066,69.08600382,6,14.4,16.7,4.025835246,36.76368089,5.873598945,147.4583333,0.55157963,76.288,0.446702758,9.418856551,3.5,82.43009,71.90615,2.1,30.1,7.052999973,3.411000013,23.712,0.88974593
Trinidad and Tobago,TTO,2.87,30.8354,13.979,0.7,9.507,13.6,92,50.42100143,71.47200012,1.766,19.97219865,20.11380437,45.70760234,-0.578521568,17321.88468,96,89,238.814994,126.8928009,91.5,95.1,17,69.19847061,-9.920323111,3.66763033,440000,52.58300018,73.56999969,42.67413328,74.161,67.126,157.6727356,13.5,18.2,20.4,14.19016577,20.77990542,9.411817471,265.1243665,0.412957183,91.555,0.527718882,127.1976519,14.5,79.27278,66.42158,6.6,32.2,4.112999916,2.851999998,8.445,-0.822835823
Tunisia,TUN,5.9,6.8052,17.94,3.9,6.593,9.6,75,19.6590004,62.18199921,2.132,4.342787983,8.398942329,6.700566426,0.994642523,3822.356006,98,98,236.0369236,157.5142663,91.6,97.7,37,48.51983599,3.379778772,0.503849717,5359000,25.07799911,71.29499817,26.88770459,77.392,72.675,129.9114626,23,12.1,14,44.79266297,23.3567369,7.592090463,72.43533728,1.10259882,33.158,0.510216429,13.06254007,5.5,86.86142,78.66254,1.2,60.2,21.6079998,12.78100014,66.842,1.397766447
Turkey,TUR,2.64,26.811,16.489,16.6,5.735,12.8,63,26.56999969,64.84700012,2.052,12.39344232,14.98628337,15.22159999,3.97194515,9125.68759,96,94,380.1623843,248.0916977,94.9,100,18,53.74497914,7.429248558,3.769001103,39478000,30.35300064,71.44100189,31.08437711,78.735,72.275,96.02134861,8.8,11.6,13.5,36.40911573,25.67050777,7.538697551,102.2125307,1.462404951,26.603,-0.421773827,67.09393392,8.7,87.97246,78.46016,2.4,41.1,12.46500015,9.230999947,73.397,2.154193902
Turkmenistan,TKM,2.32,16.0482,20.842,,7.789,6.4,,43.23099899,70.68699646,2.275,0.055829669,12.05920848,8.782159045,6.49999991,6672.477544,99,99,436.7301232,312.5933866,,,70,14.99677482,-4.984981548,3.654711583,,47.25299835,77.55000305,39.25650253,70.044,61.634,145.9387545,17.4,43.7,51.4,31.29449247,28.2240148,4.155074289,11.43468602,1.241770937,49.963,0.545705628,0.744393507,10,73.8596,55.63155,5,,8.512000084,8.848999977,50.037,1.941675132
Uganda,UGA,2,108.9456,42.528,39.7,9.324,3.1,116,80.84100342,85.48699951,5.682,0.180988331,0.819134685,10.35806902,5.143837727,705.2925695,78,82,376.3164714,244.9101237,19.1,79,202,19.22109963,5.079794909,1.920126168,1303000,82.31600189,87.66699982,48.84621852,61.108,57.342,50.37278848,27.3,37.7,54.6,60.30064052,48.0906559,2.488889802,194.6558099,3.253313645,83.899,2.854818375,1.921481453,7.1,60.1514,52.40959,10.5,33.5,1.792000055,2.486999989,16.101,5.355883267
Ukraine,UKR,6.617100138,23.351,10.7,0.6,14.9,6.5,81,47.95600128,60.54600143,1.506,11.80934808,21.61545521,16.67040688,-9.869784362,2114.954716,23,56,260.2264259,109.631283,95.9,96.2,91,48.88464368,38.39557869,10.78646116,12428000,52.1629982,67.3789978,48.21187219,76.25,66.37,144.0231793,9.7,7.7,9,18.87843558,14.92761708,15.30619081,77.94719225,-0.260805738,30.305,-0.961206667,65.53125082,20.1,82.75198,59.0939,11.8,52.2,8.06499958,10.14000034,69.695,0.045281793
United Arab Emirates,ARE,,30.0682,10.592,11.2,1.641,19.3,34,37.71300125,88.86100006,1.767,12.88953223,23.58375079,3.858851675,3.757642853,40438.76293,94,94,564.686188,405.7534474,97.6,99.6,1.6,91.24340578,-11.21318537,88.40404837,,41.90299988,91.56300354,12.1186158,78.665,76.471,187.3480233,9.8,5.9,6.8,64.29012818,13.93747032,1.137877263,109.5330502,0.776450801,14.459,-1.107660277,354.7027546,2.9,87.55414,84.24373,4.3,15.9,9.998999596,2.950999975,85.541,1.098459122
United Kingdom,GBR,5.37,13.9498,11.9,0.1,9.3,4.7,6,54.00299835,64.96299744,1.81,38.61345092,52.01988113,12.99549456,2.194229035,43929.69081,96,95,180.2446676,106.3260562,99.2,100,10,92.0003,0.550055468,13.20097825,34436000,56.91500092,68.71399689,46.41297068,83.5,79.8,124.1322156,2.9,3.5,4.2,12.41225066,17.77422086,17.76036953,269.2053941,0.794967909,17.408,-0.613945556,1382.76639,8.5,91.2088,86.73256,12,32,5.117000103,5.460000038,82.592,1.094475911
United States,USA,5.05,21.1538,12.4,1.1,8.2,10.8,7,53.1230011,64.71299744,1.843,31.02320118,38.3996889,33.89972254,2.596148041,56115.71843,95,92,183.2721061,144.1216479,100,99.2,3.2,74.45218272,1.075920556,14.49065352,77510000,56.00799942,68.42500305,45.7873629,81.2,76.4,117.5867444,10.8,5.6,6.5,8.441199408,18.95034556,14.78606928,35.13764756,0.784422626,18.383,-0.136094306,1649.900277,14.3,88.30443,81.271,9,43.9,5.151000023,5.426000118,81.617,0.992929627
Uruguay,URY,4.299875307,55.7796,14.148,21.7,9.344,6.1,89,49.8030014,72.48899841,2.007,26.2662912,32.25749177,10.54165238,0.982258643,15573.90092,95,96,273.801662,196.6283265,96.4,99.7,30,64.6,8.697816225,2.092316749,2773000,55.41799927,76.32299805,44.52041502,80.762,73.687,160.2096445,17.4,8.7,10.1,11.48844431,21.41498533,14.43450564,19.60664495,0.351449062,4.689,-2.982920036,106.657186,17,87.13438,78.47079,7,41.8,10.13199997,5.022999763,95.311,0.51839469
Uzbekistan,UZB,9.3747642,17.6002,23.5,3.4,4.9,6.6,82,44.09899902,69.30699921,2.491,6.017469175,9.480368383,7.569111425,7.999999997,2132.11124,99,99,380.5552955,272.5072023,100,,79,42.8,9.53082084,3.91690324,,48.3409996,76.17299652,40.33692418,71.936,65.136,73.31992547,10.2,33.9,39.1,39.67064264,28.51991711,4.657736829,73.57522332,1.744258375,63.635,1.607632386,2.683800389,9.3,76.32695,62.46636,4.8,41.1,8.776000023,9.013999939,36.365,1.983789812
Vanuatu,VUT,5.02,42.7458,26.167,44.2,4.718,16.6,88,57.89899826,76.76499939,3.31,1.628342327,1.817816649,36.09515997,-0.801094177,2805.314644,64,53,445.7678161,273.9169849,57.9,94.5,63,22.35140458,2.484525101,1.204222904,90000,61.64400101,80.52200317,43.54077811,74.263,70.152,66.2470442,15.2,23.1,27.5,8.52410314,36.53099164,4.199099194,21.71058244,2.203953324,73.872,1.784070584,71.79239152,5.8,82.0632,74.08174,1.2,8.5,6.076000214,4.664999962,26.128,3.400727753
Venezuela,VEN,6.54,79.0518,19.268,88.7,5.567,12,185,47.5019989,73.48400116,2.34,8.244989519,24.86233372,52.92557111,,,87,92,,,94.4,93.1,29,61.86924809,,4.514736572,789000,51.43000031,78.39800262,40.30062446,78.626,70.394,92.97221122,41.7,12.9,14.9,23.75584614,28.10541235,6.26699498,35.26793606,1.34061295,11.01,0.896561876,12.69766446,3,84.56164,72.04132,8.3,65,7.638999939,6.267000198,88.99,1.395689057
Vietnam,VNM,5.373607609,39.1486,16.941,4.9,5.847,6,91,72.3030014,81.30599976,1.96,8.138209934,6.31782087,47.64408037,6.679288789,2110.919344,97,97,1062.175745,747.6864434,78,97.6,137,52.72,-0.190788132,0.077897131,7944000,73.77799988,83.16400146,48.35797336,80.577,71.207,130.6396858,24,17.3,21.7,28.2516555,23.08968745,6.740506907,295.7825652,1.079146769,66.407,0.117024542,14.752495,7.4,87.71756,72.56541,8.7,39.4,1.998000026,2.233999968,33.593,3.008756899
Virgin Islands (U.S.),VIR,9.3561772,42.6438,10.3,,8.5,12.3,,47.50699997,65.61100006,1.74,8.418610742,71.09049071,50.28571429,0.194300518,36350.82163,,,,,96.4,100,7.7,54.8391373,3.689259708,53.36387841,637000,53.13899994,71.33899689,45.85406139,83.1,76.8,,,,,16.34224251,20.36108419,17.60356004,295.9257143,-0.573784692,4.665,-3.357727173,453.7818371,,91.30344,86.17178,,,10.60000038,8.029999733,95.335,-0.435541198
"Yemen, Rep.",YEM,3.6,60.6954,31.889,68,6.829,5.1,179,17.65800095,63.3429985,4.043,1.546891207,4.679835423,1.039831809,-28.09683489,1406.291651,69,67,,,,,48,25.0995144,21.39838417,1.282529228,366700,25.82799911,73.11599731,25.97605886,65.443,62.687,67.98097332,22.8,33.8,41.9,52.8289507,40.2638023,2.787015533,50.8214766,2.446705472,65.394,1.56519918,0.633566778,8.2,67.05713,60.6389,0.2,33.1,31.63400078,13.36600018,34.606,4.13398188
Zambia,ZMB,1.06,87.8574,39.672,34.3,8.671,4.1,94,64.30200195,74.91600037,5.284,0.150712608,0.748504923,65.4232637,2.91988111,1304.879014,90,90,951.7641486,629.9625637,43.9,65.4,391,21,6.660181468,0.78902565,932000,69.82099915,80.88700104,46.76726961,62.857,58.813,74.47177776,24.7,43.3,64,26.74664908,45.91490243,2.908634204,21.80788953,3.071812067,59.078,2.312997225,4.317851348,6.4,62.29131,54.16841,4,18.6,7.90500021,7.381999969,40.922,4.177550586
Zimbabwe,ZWE,1.91,108.9372,34.521,118.4,9.086,3.9,157,73.97899628,82.6269989,3.856,1.089896905,2.217863471,36.35000646,0.474263932,924.1438193,87,86,220.9120943,118.9974761,36.8,76.9,242,16.36,1.08623052,2.556382525,2057000,77.7519989,87.30899811,48.42638069,60.67,57.724,84.78880444,45.4,46.6,70.7,22.86952366,41.60034343,2.964528499,40.33281892,2.313958203,67.624,2.498968443,6.601399971,10.5,55.15557,50.05079,4.8,32.8,4.852000237,5.361999989,32.376,1.928626539
